,Site,Code,UCode,Type,StateCode,TStart,TStop,ShortName,Name,Location,Longitude,Latitude,Error,Parent,ShortEName,EName,UName
2140,NTS,Area 10,,LP,,1957,1957,Yucca Flats,"Yucca Flats, Area 10, Nevada Test Site",,-116.0500,37.1600,0.0200,DOE,,,
2141,NTS,Area 26,,LP,,1997 Feb,*,NTS   Area 26,"Sandia Wahmonie Launch Facility, Area 26, Nevada Test Site",,-116.1100,36.7500,0.0400,DOE,,,
2142,OK,KRE,,LP,,,,OK    KRE,"Krenkel Polar Station, Ostrov Kheysa",,58.0300,80.3700,0.0100,SU,,,
2143,OMSK,LC320/11/1,,LP,,1960s?,1990s?,OMSK,"Omsk missile base, Russia",,73.6350,55.1600,0.0100,SU,,,
2144,OMSK,LC320/11/2,,LP,,1960s?,1990s?,OMSK,"Omsk missile base, Russia",,73.6350,55.1600,0.0100,SU,,,
2145,OMSK,LC320/11/3,,LP,,1960s?,1990s?,OMSK,"Omsk missile base, Russia",,73.6350,55.1600,0.0100,SU,,,
2146,PA,LC-A,,LP,,1960 Sep 19,1964 Dec 21,PA    LC-A,"Launch Complex A, Naval Missile Facility, Point Arguello, California",,-120.6022,34.6638,0.0050,USAF,,,
2147,PA,LC-B,,LP,,1960 Jul  1,1963 May 11,PA    LC-B,"Launch Complex B, Naval Missile Facility, Point Arguello, California",,-120.6046,34.6572,0.0050,USAF,,,
2148,PA,LC-C,,LP,,1962,1964 Jul  1,PA    LC-C,"Launch Complex C, Naval Missile Facility, Point Arguello, California",,-120.6283,34.6094,0.0001,USAF,,,
2149,PA,LC-D,,LP,,1962 Apr 26,1964 Jul  1,PA    LC-D,"Launch Complex D, Naval Missile Facility, Point Arguello, California",,-120.6242,34.6078,0.0002,USAF,,,
2150,PA,LC1-1,,LP,,1960 Oct 11,1964 Jul 10,PA    LC1-1,"Launch Complex 1, Pad 1, Naval Missile Facility, Point Arguello",,-120.5929,34.6437,0.0001,USAF,,,
2151,PA,LC1-2,,LP,,1961 Jul 12,1964 Jul  1,PA    LC1-2,"Launch Complex 1, Pad 2, Naval Missile Facility, Point Arguello",,-120.5897,34.6402,0.0001,USAF,,,
2152,PA,LC2-3,,LP,,1963 Jul 12,1964 Jul  6,PA    LC2-3,"Launch Complex 2, Pad 3, Naval Missile Facility, Point Arguello",,-120.6158,34.6331,0.0001,USAF,,,
2153,PA,LC2-4,,LP,,1964,1964 Jul,PA    LC2-4,"Launch Complex 2, Pad 4, Naval Missile Facility, Point Arguello",,-120.6106,34.6320,0.0001,USAF,,,
2154,PA,Sunflare,LC-A,LP,,1959,1960 Sep 19,PA Sunflare,"NRL Sunflare Pad, Naval Missile Facility, Point Arguello, California",,-120.6022,34.6638,0.0050,USAF,,,
2155,PA,Terrier,,LP,,1959,1960?,PA Terrier,"USMC Terrier/Hawk Launchers, Naval Missile Facility, Point Arguello, California",,-120.5942,34.6734,0.0050,USAF,,,
2156,PA,Tumbleweed,LC-B,LP,,1959,1960 Jul  1,PA Tumbleweed,"AEC Tumbleweed Pad, Naval Missile Facility, Point Arguello, California",,-120.6046,34.6572,0.0050,USAF,,,
2157,PALB,SH,,LP,,1988,*,PALB  SH,"Shaviyt pad, Israeli Air Force Test Range, Palmachim Beach, Israel",,34.6801,31.8847,0.0001,IL,,,
2158,PALB,ARW,,LP,,1988,*,PALB Arrow,"Arrow launch site, Israeli Air Force Test Range, Palmachim Beach, Israel",,34.6773,31.8788,0.0001,IL,,,
2159,PALB,IAFTR,,LP,,1988,*,PALB  IAFTR,"Sea Launch Area, Israeli Air Force Test Range, Palmachim Beach, Israel",,34.6000,31.9000,0.0200,IL,,,
2160,PALB,LP1,,LP,,,,Palmachim LP1,Target air launch point near Palmachim AFB,,34.0000,32.0000,1.0000,IL,,,
2161,PALB,RW03/21,,LP,,,,Palmachim,"Runway 03/21, Palmachim AFB",,34.6908,31.8979,0.0001,IL,,,
2162,PALB,MEDR,,LP,,2010?,,Med Range,"Target drop point, Mediterranean Sea",,31.5000,32.0000,0.5000,IDF,,,
2163,PF,LC1,,LP,,1969,*,PF    LC1,"MRL 7.5K launcher, Pad 1, Poker Flat Research Range, Alaska",,-147.4882,65.1296,0.0001,USAF,,,
2164,PF,LC2,,LP,,1969,*,PF    LC2,"MRL 7.5K launcher, Pad 2, Poker Flat Research Range, Alaska",,-147.4861,65.1298,0.0001,USAF,,,
2165,PF,LC3,,LP,,1969,*,PF    LC3,"AML 20K launcher, Pad 3, Poker Flat Research Range, Alaska",,-147.4855,65.1298,0.0001,USAF,,,
2166,PF,LC4,,LP,,1969,*,PF    LC4,"AML 20K launcher, Pad 4, Poker Flat Research Range, Alaska",,-147.4832,65.1302,0.0001,USAF,,,
2167,PF,LC5,,LP,,1969,*,PF    LC5,"AML 4K3 launcher, Pad 5, Poker Flat Research Range, Alaska",,-147.4833,65.1292,0.0001,USAF,,,
2168,PF,LC6,,LP,,1969,*,PF    LC6,"Hilltop 7.5K launcher, Pad 6, Poker Flat Research Range, Alaska",,-147.4609,65.1170,0.0001,USAF,,,
2169,PLATT,RW17/35,,LP,,,,PLATT RW17/35,"Runway 17/35, Plattsburgh AFB",,-73.4693,44.6526,0.0001,USAF,,,
2170,PM,B1,,LP,,1957,*,PM    B1,"Complex Bravo Pad 1, Point Mugu (Tomahawk/HARPOON)","Pt. Mugu, California",-119.1216,34.0996,0.0001,USN,,,
2171,PM,B2,,LP,,1957,*,PM    B2,"Complex Bravo Pad 2, Point Mugu","Pt. Mugu, California",-119.1209,34.0992,0.0001,USN,,,
2172,PM,C1,,LP,,1957,*,PM    C1,"Complex Charlie Pad 1, Point Mugu (Met rocket/AMRAAM)","Pt. Mugu, California",-119.1184,34.0986,0.0500,USN,,,
2173,PM,C2,,LP,,1957,*,PM    C2,"Complex Charlie Pad 2, Point Mugu","Pt. Mugu, California",-119.1184,34.0986,0.0500,USN,,,
2174,PM,C3,,LP,,1957,*,PM    C3,"Complex Charlie Pad 3, Point Mugu","Pt. Mugu, California",-119.1184,34.0986,0.0500,USN,,,
2175,PM,SLB,,LP,,1957,*,PM    -,"Surface Launch Building, Naval Missile and Astronautics Center","Point Mugu, California",-119.1286,34.1103,0.0001,USN,,,
2176,PM,RW03/21,,LP,,1957,*,PM RW03/21,"Runway 03/21, NAS Point Mugu","Point Mugu, California",-119.1218,34.1203,0.0001,USN,,,
2177,PORC1,LP1,,LP,,,,POR C1,Central Pacific Ocean air launch site,Pacific Ocean,177.4210,12.9245,0.0010,MDA,,,
2178,PSCA,LP3A,,LP,,2015,*,PSCA Area 3 Pad A,"Area 3, Pad A, Pacific Spaceport Complex Alaska, Kodiak Island, Alaska",,-152.3499,57.4321,0.0002,AADC,,,
2179,PSCA,LP3B,,LP,,2015,*,PSCA Area 3 Pad B,"Area 3, Pad B, Pacific Spaceport Complex Alaska, Kodiak Island, Alaska",,-152.3556,57.4305,0.0002,AADC,,,
2180,PSCA,LP3C,,LP,,2015,*,PSCA Area 3 Pad C,"Area 3, Pad C, Pacific Spaceport Complex Alaska, Kodiak Island, Alaska",,-152.3530,57.4308,0.0002,AADC,,,
2181,PSCA,LP3D,,LP,,2015,*,PSCA Area 3 Pad D,"Area 3, Pad D, Pacific Spaceport Complex Alaska, Kodiak Island, Alaska",,-152.3582,57.4308,0.0002,AADC,,,
2182,RLAKE,CHK,,LP,,1979 Feb 26,1979 Feb 27,RLAKE CHK,"Red Lake, Chukuni Range, Ontario, Canada",,-93.4538,50.9007,0.0001,NRCC,,,
2183,RLAKE,COCH,,LP,,1979 Feb 26,1979 Feb 27,RLAKE COCH,"Red Lake, Cocheour Site, Ontario, Canada",,-93.4700,50.8800,0.2000,NRCC,,,
2184,RLAKE,MCM,,LP,,1979 Feb 26,1979 Feb 27,RLAKE MCM,"Red Lake, McMarmac Site, Ontario, Canada",,-93.4700,50.8800,0.2000,NRCC,,,
2185,ROBI,RW15/33,,LP,,,,ROBI,"Runway 15/33, Robins AFB, Georgia","Warner Robins, Georgia",-83.5959,32.6447,0.0001,SAC,,,
2186,RRV,LP1,,LP,,1959,1967,RRV   LP1,"Drop point 1, Railroad Valley Lake drop zone, Nevada",,-116.1600,38.2300,0.0200,NASA/USAF,,,
2187,SCL,PU,,LP,,1957,1960s,SCL   PU,"Polaris pop-up test site, San Clemente Island, California",,-118.5386,32.9812,0.0002,USN,,,
2188,SDOTM,ALC1,,LP,,2020,,Sdot Micha ALC1,"Arrow launch complex 1, Sdot Micha",,34.9099,31.7551,0.0001,IDF,,,
2189,SDOTM,JLC1,,LP,,2020,,Sdot Micha JLC1,"Jericho launch complex 1, Sdot Micha",,34.9294,31.7300,0.0001,IDF,,,
2190,SDOTM,JLC2,,LP,,2020,,Sdot Micha JLC2,"Jericho launch complex 2, Sdot Micha",,34.9333,31.7468,0.0001,IDF,,,
2191,SDQ,BASE,,LP,,,,PISQ,"Base camp, Perdasdefogu",,9.4432,39.6777,0.0001,I,,,
2192,SDQ,NHER,,LP,,,,PISQ,"Nike Hercules pad, Salto di Quirra",,9.6229,39.5038,0.0001,I,,,
2193,SDQ,SL,,LP,,1959,*,SDQ   SL,"San Lorenzo pad, Salto di Quirra, Perdas de Fogu, Sardegna",,9.6500,39.5000,0.0200,I,,,
2194,SDQ,UNK1,,LP,,,,PISQ,"Hawk missile site at Capo San Lorenzo, Salto di Quirra",,9.6361,39.5418,0.0001,I,,,
2195,SEM,IKSC,,LP,,2013,,SEM   IKSC,"Imam Khomeini Space Launch Center, Semnan, Iran",,53.9522,35.2369,0.0002,IR,,,
2196,SEM,SAF,,LP,,2013,,SEM   SAF,"Safir pad, Semnan, Iran",,53.9210,35.2347,0.0002,IR,,,
2197,SHAHR,LP1,,LP,,2020,*,SHAHR LP1,"Qased pad, Damghan (Shahroud), Iran (Dasht-E-Kabir?)",,55.3340,36.2006,0.0002,IR,,,
2198,SHAR,FLP,,LP,,1990,*,SHAR  PSLV,"PSLV pad, Sriharikota Range",,80.2930,13.5760,0.0200,ISRO,,,
2199,SHAR,RH,,LP,,1971 Oct  9,*,SHAR  RH,"Sounding rocket complex, Sriharikota Range",,80.3030,13.6210,0.0200,ISRO,,,
2200,SHAR,SLP,,LP,,1990,*,SHAR  SLP,"GSLV pad 2, Sriharikota Range",,80.2930,13.5760,0.1000,ISRO,,,
2201,SHAR,SLV,,LP,,1979 Aug,*,SHAR  SLV,"SLV pad, Sriharikota Range",,80.2990,13.5420,0.0200,ISRO,,,
2202,SIL,A,,LP,,1959,1967,SIL   A,"Silver Lake 1 drop zone, California",,-115.8000,35.5300,0.1000,NASA/USAF,,,
2203,SIL,B,,LP,,1959,1967,SIL   B,"Silver Lake 2 drop zone, California",,-115.9500,35.5800,0.1000,NASA/USAF,,,
2204,SIL,C,,LP,,1959,1967,SIL   C,"Silver Lake drop zone, California",,-115.8500,35.1200,0.1000,NASA/USAF,,,
2205,SIL,RW15/33,,LP,,1959,1967,SIL   RW15/33,"RW15/33, Silver Lake lakebed, California",,-116.1000,35.3300,0.1000,NASA/USAF,,,
2206,SINOP,LP1A,,LP,,2018,,Sinop,"LP1, Sinop missile test site, Turkey",,35.1902,42.0315,0.0001,ROKSN,,,
2207,SINOP,LP1B,,LP,,2018,,Sinop,"LP1, Sinop missile test site, Turkey",,35.1901,42.0313,0.0001,ROKSN,,,
2208,SINOP,LP2,,LP,,2018,,Sinop,"LP2, Sinop missile test site, Turkey",,35.1892,42.0311,0.0001,ROKSN,,,
2209,SINOP,LP3,,LP,,2018,,Sinop,"LP3, Sinop missile test site, Turkey",,35.1889,42.0305,0.0001,ROKSN,,,
2210,SIP,A,,LP,,1980 Dec 12,1981 Jan 11,SIP   A,"Siple Station, Ellsworth Land, Antarctica (Arcas launcher)",,-84.2481,-75.9391,0.0200,NASA,,,
2211,SIP,RAG,,LP,,1980 Dec 12,1981 Jan 11,SIP   RAG,"Siple Station, Ellsworth Land, Antarctica (RAG launcher)",,-84.2510,-75.9384,0.0200,NASA,,,
2212,SMLC,Rita,,LP,,1964,1965,SMLC  Rita,"Santa Rita Platform, San Marco Range, Formosa Bay, Kenya",,40.2100,-2.9386,0.0002,I,,,
2213,SMLC,SMLP,,LP,,1964,*,SMLC  -,"San Marco Platform, San Marco Launch Complex, Formosa Bay, Kenya",,40.2134,-2.9408,0.0002,I,,,
2214,SNI,PC1,,LP,,1965,1965,SNI PC1,"Probe Complex No. 1, San Nicolas I.",,-119.5710,33.2596,0.0100,USN,,,
2215,SNI,RS,,LP,,1965,1965,SNI RS,"Redstone launch pad, San Nicolas I.",,-119.5710,33.2596,0.0001,USN,,,
2216,SOHAE,LC1,,LP,,2008,*,TONG  -,"Sohae Launch Site, Tongch'ang-dong, Pyongang-bukdo (N Pyongan Prov), N Korea",,124.7053,39.6601,0.0001,CMIK,,,
2217,SOHAE,LP1,,LP,,2016,*,TONG  -,"Scud launch point, Tongch'ang-dong, Pyongang-bukdo (N Pyongan Prov), N Korea",,124.7117,39.6811,0.0001,CMIK,,,
2218,SOZEK,LC3/8,,LP,,1968,1969,SOZEK,"Sary Ozek missile base, Kazakhstan",,67.6500,43.3000,0.2000,RVSN,,,
2219,SPAM,RW16/34,,LP,,2010 Oct,*,SWRS  GBRS,"Governor Bill Richardson Spaceway, RW  16/34  Spaceport America, New Mexico",,-106.9722,32.9909,0.0001,NMSPA,,,
2220,SPAM,VLA LC1,,LP,,2010 Oct,*,SPAM  LC1,"Launch Complex 1, Vertical Launch Area, Spaceport America",,-106.9066,32.9403,0.0001,NMSPA,,,
2221,SPAM,VLA LLP,,LP,,2010 Oct,*,SPAM  LLP,"Lunar Lander Pads, Vertical Launch Area, Spaceport America",,-106.9224,32.9436,0.0001,NMSPA,,,
2222,SPAM,EBR P1,,LP,,2020,*,Elephant Butte,"Spaceship 2 Drop Zone, Elephant Butte Reservoir, New Mexico","Elephant Butte, New Mexico",-107.1146,33.2306,0.0001,VGX,,,
2223,SPAM,EBR P2,,LP,,2020,*,Elephant Butte,"Spaceship 2 Drop Zone, Elephant Butte Reservoir, New Mexico","Elephant Butte, New Mexico",-107.1015,33.2092,0.0001,VGX,,,
2224,SPAM,EBR P3,,LP,,2020,*,Elephant Butte,"Spaceship 2 Drop Zone, Elephant Butte Reservoir, New Mexico","Elephant Butte, New Mexico",-107.0000,33.3100,0.0010,VGX,,,
2225,SPAM,EBR P4,,LP,,2020,*,Elephant Butte,"Spaceship 2 Drop Zone, Elephant Butte Reservoir, New Mexico","Elephant Butte, New Mexico",-107.0000,33.2000,0.0500,VGX,,,
2226,SPFL,SLC46,LC46,LP,,1987 Jan 15,*,SPFL  SLC46,"Space Launch Complex 46, Spaceport Florida, Cape Canaveral",,-80.5272,28.4583,0.0002,SPFL,,,
2227,SPFL,SLC47,LC47,LP,,2006,*,SPFL  SLC47,"Space Launch Complex 47, Spaceport Florida, Cape Canaveral",,-80.5300,28.4600,0.0100,SPFL,,,
2228,SRL,RW03/21,,LP,,1959,1967,SRL   RW03/21,"RW03/21, Smith Ranch Lake, Nevada",,-117.5000,39.2500,0.0200,NASA/USAF,,,
2229,SRL,LP1,,LP,,1959,1967,SRL  LP1,"X-15 Launch Point 1, Smith Ranch Lake, Nevada",,-117.1600,39.4800,0.0100,NASA/USAF,,,
2230,SSG,DL,,LP,,1971,1992,SSG   DL,"Danish Launcher, Sondestrom",,-50.5965,67.0218,0.0001,USAF,,,
2231,SSG,HAD,,LP,,1971,1992,SSG   HAD,"HAD Launcher, Sondestrom",,-50.5974,67.0237,0.0001,USAF,,,
2232,SSG,HAD3,,LP,,1986,1992,SSG   HAD3,"HAD Launcher No 3, Sondestrom",,-50.5972,67.0232,0.0001,USAF,,,
2233,SSG,MORABA,,LP,,1974,1975,SSG   MORABA,"MORABA Launcher, Sondestrom",,-50.5974,67.0237,0.0100,DLR,,,
2234,SSG,MRL,,LP,,1971,1992,SSG   MRL,"MRL Launcher, Sondestrom",,-50.5974,67.0235,0.0001,USAF,,,
2235,SSG,T,,LP,,1986,1992,SSG   T,"Test Launcher, Sondestrom",,-50.5965,67.0230,0.0001,USAF,,,
2236,SUIST,Bornish,,LP,,1962,*,SUIST -,"Bornish Launch Area, Guided Weapons Range, South Uist, Hebrides",,-7.4568,57.2415,0.0010,MOD,,,
2237,SUIST,C1,,LP,,1962,*,SUIST -,"Corporal Launch Area, Guided Weapons Range, South Uist, Hebrides",,-7.4033,57.3609,0.0010,MOD,,,
2238,SUIST,C2,,LP,,1962,*,SUIST -,"Corporal Launch Area, Guided Weapons Range, South Uist, Hebrides",,-7.4050,57.3635,0.0010,MOD,,,
2239,SUIST,C3,,LP,,1962,*,SUIST -,"Corporal Launch Area, Guided Weapons Range, South Uist, Hebrides",,-7.4068,57.3660,0.0010,MOD,,,
2240,SUIST,D701,,LP,,2018,*,SUIST -,"D701 Warning Area, Hebrides Range, Atlantic Ocean",,-10.0000,57.5000,1.5000,MOD,,,
2241,SUIST,D701D,,LP,,2018,*,SUIST -,"D701D Warning Area, Hebrides Range, Atlantic Ocean",,-8.7000,57.4000,0.5000,MOD,,,
2242,SUIST,LA1,,LP,,1962,*,SUIST -,"Launch Area 1, Royal Artillery Guided Weapons Range, South Uist, Hebrides",,-7.4110,57.3697,0.0010,MOD,,,
2243,SUIST,LA2,,LP,,1962,*,SUIST -,"Launch Area 2, Royal Artillery Guided Weapons Range, South Uist, Hebrides",,-7.3982,57.3458,0.0010,MOD,,,
2244,SUIST,T1,,LP,,1962,*,SUIST -,"Target Launch Area, Guided Weapons Range, South Uist, Hebrides",,-7.3945,57.3579,0.0010,MOD,,,
2245,SV3,LM6-DS,,LP,,1969 Nov 20,1969 Nov 20,SV3   LM6-DS,"LM6 Descent Stage, Surveyor 3 Site, Mare Insularum, Montes Riphaeus A2",Luna,23.3800,-3.2000,0.0100,NASA,,,
2246,SVAL,LONG,,LP,,1997 Nov,*,SVAL  LONG,"Longyearbyen, Svalbard, Spitzbergen",,15.7000,78.2000,0.0001,N,,,
2247,TATS,LC733/1,,LP,,1980s,1980s,TATS  -,"Tatishchevo ICBM base, Russia",,45.5700,51.6700,0.0200,RVSN,,,
2248,TATS,LC733/5,,LP,,1980s,1980s,TATS  -,"Tatishchevo ICBM base, Russia",,45.5700,51.6700,0.0200,RVSN,,,
2249,TATS,LC733/6,,LP,,1980s,1980s,TATS  -,"Tatishchevo ICBM base, Russia",,45.5700,51.6700,0.0200,RVSN,,,
2250,TERLS,Pad 1,,LP,,1963,*,TERLS Pad 1,"Pad 1, Thumba Equatorial Rocket Launch Station, Trivandrum, Kerala, India",,76.8700,8.5300,0.0200,ISRO,,,
2251,TERLS,Pad 2,,LP,,1963,*,TERLS Pad 2,"Pad 2, Thumba Equatorial Rocket Launch Station, Trivandrum, Kerala, India",,76.8700,8.5300,0.0200,ISRO,,,
2252,TERLS,Pad 3,,LP,,1963,*,TERLS Pad 3,"Pad 3, Thumba Equatorial Rocket Launch Station, Trivandrum, Kerala, India",,76.8700,8.5300,0.0200,ISRO,,,
2253,TERLS,Pad 4,,LP,,1963,*,TERLS Pad 4,"Pad 4, Thumba Equatorial Rocket Launch Station, Trivandrum, Kerala, India",,76.8700,8.5300,0.0200,ISRO,,,
2254,TERLS,Pad 5,,LP,,1963,*,TERLS Pad 5,"LC5,  Thumba Equatorial Rocket Launch Station, Trivandrum, Kerala, India",,76.8700,8.5300,0.0200,ISRO,,,
2255,TEYK,LC15/1,,LP,,1960s,1990,TEYK,"Teykovo Missile Base, Russia",,40.4400,56.7000,0.0100,RVSN,,,
2256,TEYK,LC15/2,,LP,,1960s,1990,TEYK,"Teykovo Missile Base, Russia",,40.4400,56.7000,0.0100,RVSN,,,
2257,TEYK,LC15/33,,LP,,1960s,1990,TEYK,"Teykovo Missile Base, Russia",,40.4400,56.7000,0.0100,RVSN,,,
2258,TEYK,LC15/52,,LP,,1960s,1990,TEYK,"Teykovo Missile Base, Russia",,40.4400,56.7000,0.0100,RVSN,,,
2259,TEYK,LC15/53,,LP,,1960s,1990,TEYK,"Teykovo Missile Base, Russia",,40.4400,56.7000,0.0100,RVSN,,,
2260,TEYK,LC15/7/1,,LP,,1960s,1990,TEYK,"Teykovo Missile Base, Russia",,40.4400,56.7000,0.0100,RVSN,,,
2261,TEYK,LC15/7/9,,LP,,1960s,1990,TEYK,"Teykovo Missile Base, Russia",,40.4400,56.7000,0.0100,RVSN,,,
2262,TEYK,LC15/8/7,,LP,,1960s,1990,TEYK,"Teykovo Missile Base, Russia",,40.4400,56.7000,0.0100,RVSN,,,
2263,THU,TUTO,,LP,,1964,1966,THU   TUTO,"Thule/Camp Tuto (Geopole Station), Halvo, Kalaallit Nunaat",,-68.3200,76.4300,0.0200,USAF,,,
2264,TNSC,N,,LP,,1975,*,TNSC  N,"N Launch Complex, Osaki Launch Site, Tanegashima Space Center",,130.9703,30.3995,0.0001,NASDA,,,
2265,TNSC,Q,,LP,,1975,1975,TNSC  Q,"Q Launch Complex, Osaki Launch Site, Tanegashima Space Center",,130.9685,30.3985,0.0005,NASDA,,,
2266,TNSC,T,,LP,,1975,*,TNSC  T,"Takesaki Launch Site, Tanegashima Space Center",,130.9625,30.3760,0.0001,NASDA,,,
2267,TNSC,Y,,LP,,1992,*,TNSC  Y,"Yoshinobu Launch Complex, Osaki Site, Tanegashima Space Center",,130.9776,30.4008,0.0001,NASDA,,,
2268,TNSC,Y2,,LP,,1992,*,TNSC  Y,"Yoshinobu Launch Complex, Osaki Site, Tanegashima Space Center",,130.9754,30.4009,0.0001,NASDA,,,
2269,TORT,HAD,,LP,,1992 May 25,*,TORT  HAD,"HAD launcher, Camp Tortuguero, Arecibo, Puerto Rico",,-66.4395,18.4829,0.0001,NASA,,,
2270,TORT,MRL,,LP,,1992 May 25,*,TORT  MRL,"MRL launcher, Camp Tortuguero, Arecibo, Puerto Rico",,-66.4392,18.4831,0.0001,NASA,,,
2271,TORT,VB,,LP,,1966 Feb,1968 May,VB    -,"Camp Tortuguero, Arecibo, Vega Baja, Puerto Rico",,-66.4389,18.4826,0.0010,USAF,,,
2272,TRAN,LM5-DS,,LP,,1969 Jul 21,1969 Jul 21,TRAN  LM5-DS,"LM 5 DS, Tranquility Base, Mare Tranquillitatis, Julius Caesar C4",Luna,23.4300,0.6900,0.0100,NASA,,,
2273,TTR,5IN,,LP,,1957,*,TTR   -,"5-in gun, Tonopah Test Range, Nevada",,-116.7500,37.7500,0.0300,SAND,,,
2274,TTR,HAD4,,LP,,1957,*,TTR   HAD4,"HAD Launcher No. 4, Tonopah Test Range, Nevada",,-116.7500,37.7500,0.0300,SAND,,,
2275,TTR,UL3,,LP,,1957,*,TTR   UL3,"Universal Launcher No. 3, Tonopah Test Range, Nevada",,-116.7500,37.7500,0.0300,SAND,,,
2276,TTR,RW13/42,,LP,,,,TTR RW13/42,"Runway 13/42, Tonopah Test Range Airport",,-116.7794,37.7963,0.0001,SAND,,,
2277,TTR,LP1,,LP,,,,TTR LP1,"Air launch zone, Tonopah Test Range (position unknown)",,-117.0000,37.7500,1.0000,SAND,,,
2278,TYSC,LC16,,LP,,2015,*,TYSC  LC16,"Pad 16, Taiyuan Space Center, Wuzhai, Shanxi, China",,111.5802,38.8681,0.0002,CN,,,
2279,TYSC,LC7,,LP,,1988,*,TYSC  LC7,"Pad 7, Taiyuan Space Center, Wuzhai, Shanxi, China",,111.6081,38.8488,0.0002,CN,,,
2280,TYSC,LC9,,LP,,2008,*,TYSC  LC9,"Pad 9, Taiyuan Space Center, Wuzhai, Shanxi, China",,111.5895,38.8632,0.0002,CN,,,
2281,TYUM,LC12/2,,LP,,1960s,1980s,TYUM,"Tyumen' missile base, Russia",,65.5700,56.8500,0.0300,RVSN,,,
2282,TYUM,LC13,,LP,,1960s,1980s,TYUM,"Tyumen' missile base, Russia",,65.5700,56.8500,0.0300,RVSN,,,
2283,TYUM,LC13/3,,LP,,1960s,1980s,TYUM,"Tyumen' missile base, Russia",,65.5700,56.8500,0.0300,RVSN,,,
2284,URUM,Base 1,,LP,,,,Urumqi,"646 Brigade Base, Korla Missile Test Center, Launch site near Urumqi, China",,86.1718,41.6925,0.0001,PLA,,,"-            Korla Missile Test Center, Launch site near Urumqi, China"
2285,URUM,Base 2,,LP,,,,Urumqi,"HQ, Korla Missile Test Center, Launch site near Urumqi, China",,86.3530,41.5372,0.0001,PLA,,,"-            Korla Missile Test Center, Launch site near Urumqi, China"
2286,URUM,Site A,,LP,,,,Urumqi,"HQ, Korla Missile Test Center, Launch site near Urumqi, China",,86.3719,41.5378,0.0001,PLA,,,"-            Korla Missile Test Center, Launch site near Urumqi, China"
2287,URUM,Site B,,LP,,,,Urumqi,"HQ, Korla Missile Test Center, Launch site near Urumqi, China",,86.4215,41.5250,0.0001,PLA,,,"-            Korla Missile Test Center, Launch site near Urumqi, China"
2288,USN49A,LP1,,LP,,1949 Mar 22,1949 Mar 22,USN49ALP1,Pacific Ocean Launch Site 22 1,,-88.4300,-11.1000,0.0200,USN,,,
2289,USN49A,LP2,,LP,,1949 Mar 24,1949 Mar 24,USN49ALP2,Pacific Ocean Launch Site 22 2,,-82.1300,-11.2700,0.0200,USN,,,
2290,USN50A,LP1,,LP,,1950 Jan,1950 Jan,USN50ALP1,"USS Norton Sound, 1950 Bering Sea Launch Site 1 (APL Aerobee/Norton Sound)",,-170.0000,58.0000,9.0000,APL,,,
2291,USN50A,LP2,,LP,,1950 Jan,1950 Jan,USN50ALP2,"USS Norton Sound, 1950 Bering Sea Launch Site 2 (APL Aerobee/Norton Sound)",,-170.0000,50.0000,9.0000,APL,,,
2292,USN52A,LP1,,LP,,1952 Aug 21,1952 Aug 21,USN52ALP1,Arctic Ocean Launch Site 1 Launch Point 1,"Nares Strait, Greenland",-68.4700,80.1000,0.1000,SUI,,,
2293,USN52A,LP2,,LP,,1952 Aug 24,1952 Aug 29,USN52ALP2,Arctic Ocean Launch Site 1 Launch Point 2,"Murchison Sound, Greenland",-73.5000,77.5200,0.1000,SUI,,,
2294,USN52A,LP3,,LP,,1952 Aug 24,1952 Aug 29,USN52ALP3,Arctic Ocean Launch Site 1 Launch Point 3,"Murchison Sound, Greenland",-73.5000,77.5500,0.1000,SUI,,,
2295,USN52A,LP4,,LP,,1952 Aug 24,1952 Aug 29,USN52ALP4,Arctic Ocean Launch Site 1 Launch Point 4,"Murchison Sound, Greenland",-73.5000,77.5300,0.1000,SUI,,,
2296,USN52A,LP5,,LP,,1952 Aug 24,1952 Aug 29,USN52ALP5,Arctic Ocean Launch Site 1 Launch Point 5,"Murchison Sound, Greenland",-73.4800,77.3500,0.1000,SUI,,,
2297,USN52A,LP6,,LP,,1952 Aug 31,1952 Aug 31,USN52ALP6,Arctic Ocean Launch Site 1 Launch Point 6,"Murchison Sound, Greenland",-72.8300,77.3300,0.1000,SUI,,,
2298,USN52A,LP7,,LP,,1952 Aug 31,1952 Aug 31,USN52ALP7,Arctic Ocean Launch Site 1 Launch Point 7,"Murchison Sound, Greenland",-70.2200,77.1800,0.1000,SUI,,,
2299,USN53A,LP1,,LP,,1953 Jul 18,1953 Jul 18,USN53ALP1,Atlantic Ocean Launch Site 11 Launch Point 1,Atlantic Ocean,-70.3700,42.4300,0.0100,SUI,,,
2300,USN53A,LP10,,LP,,1953 Aug  9,1953 Aug  9,USN53ALP10,Atlantic Ocean Launch Site 11 Launch Point 10,Atlantic Ocean,-71.9300,74.3800,0.0100,SUI,,,
2301,USN53A,LP2,,LP,,1953 Jul 19,1953 Jul 19,USN53ALP2,Atlantic Ocean Launch Site 11 Launch Point 2,Atlantic Ocean,-65.1200,43.0700,0.0100,SUI,,,
